RegName,energy_cost,weight
Orkney Islands,7948.594399999999,40.88
East Lothian,6910.273999999999,193.67
Shetland Islands,6952.151318181818,36.63
Dumfries and Galloway,6589.4728000000005,254.6
Argyll and Bute,5442.285599999999,171.66
Na h-Eileanan Siar,4207.572613636363,44.42
Scottish Borders,6064.908799999999,239.28
Shetland Islands,8451.906545454545,35.94
Argyll and Bute,3404.82335,172.66
Na h-Eileanan Siar,3702.2619999999997,48.02
Shetland Islands,9196.989204545454,36.64
Orkney Islands,6416.181954545455,41.97
Na h-Eileanan Siar,4655.3078,45.63
Shetland Islands,4618.667399999999,35.41
Dumfries and Galloway,8425.800681818182,257.44
Dumfries and Galloway,6427.358799999999,286.41
Shetland Islands,8266.496,37.78
Na h-Eileanan Siar,3103.933909090909,46.3
Argyll and Bute,6625.028863636364,172.66
Dumfries and Galloway,8521.1392,254.6
Na h-Eileanan Siar,7811.776,44.87
West Dunbartonshire,9740.683772727272,187.12
Na h-Eileanan Siar,7685.653399999999,44.76
Na h-Eileanan Siar,11076.078613636364,47.39
Orkney Islands,8266.496,41.97
Scottish Borders,7348.800613636364,240.66
Na h-Eileanan Siar,3971.1521999999995,45.14
Highland,8266.496,418.31
Highland,8266.496,430.23
South Lanarkshire,3220.34475,445.6
Argyll and Bute,6264.075340909091,196.86
Highland,10021.188613636363,430.23
Na h-Eileanan Siar,3066.107045454545,50.35
Perth and Kinross,5941.8076,246.92
Moray,3836.5661999999993,258.33
East Renfrewshire,3526.955454545455,156.21
East Lothian,7475.818164705883,185.31
Dumfries and Galloway,5854.106727272727,266.46
Orkney Islands,8266.496,39.64
Perth and Kinross,3427.8543999999997,228.37
Highland,7872.8094,483.99
Inverclyde,2781.073636363636,197.31
"Edinburgh, City of",2490.179727272727,403.86
Na h-Eileanan Siar,6926.414519999999,42.94
East Dunbartonshire,2775.4795227272725,160.71
Aberdeenshire,4429.270799999999,438.39
Orkney Islands,7764.601599999999,40.88
Argyll and Bute,6554.8094,159.71
Scottish Borders,5410.04065909091,256.22
Orkney Islands,2574.1857999999997,39.12
Argyll and Bute,2490.179727272727,174.74
Na h-Eileanan Siar,6017.0653999999995,45.63
Highland,8266.496,449.63
Perth and Kinross,2490.179727272727,313.18
Angus,3800.453,175.71
Na h-Eileanan Siar,5817.1248,44.28
Dumfries and Galloway,3894.035863636363,237.47
Orkney Islands,8266.496,41.97
Midlothian,8266.496,138.37
Shetland Islands,13665.354068181818,37.78
Shetland Islands,5292.429,34.94
Orkney Islands,6353.314772727272,38.77
Na h-Eileanan Siar,9346.165568181817,46.3
Orkney Islands,6787.2581590909085,39.75
Shetland Islands,8549.403954545454,37.78
Aberdeenshire,5005.666159090909,448.53
Na h-Eileanan Siar,3079.159977272727,46.3
Aberdeenshire,9293.687454545456,453.54
Angus,4847.965431818182,192.16
East Lothian,3706.9816499999997,183.77
Highland,2513.6895999999997,438.59
Orkney Islands,6981.720204545454,41.01
Angus,9639.190568181819,197.33
Orkney Islands,14707.45752272727,40.88
Shetland Islands,12095.539227272728,36.03
East Lothian,11060.628204545454,183.16
North Ayrshire,2490.179727272727,311.3
"Edinburgh, City of",2490.179727272727,403.86
Na h-Eileanan Siar,12621.652295454545,44.76
Na h-Eileanan Siar,6365.302159090909,44.87
Shetland Islands,3101.36708,38.28
Na h-Eileanan Siar,2490.179727272727,46.42
Shetland Islands,11140.810500000001,34.94
"Edinburgh, City of",1020.61464,385.31
Fife,2490.179727272727,387.11
Dumfries and Galloway,3265.8968181818177,281.55
Highland,7811.776,449.63
Stirling,2661.199772727273,150.05
Dumfries and Galloway,6945.9918,257.44
South Lanarkshire,2490.179727272727,565.17
Perth and Kinross,7636.096599999999,246.92
"Edinburgh, City of",4613.279045454545,434.09
Dumfries and Galloway,2532.537,243.61
Aberdeenshire,9908.77356818182,466.01
Orkney Islands,8266.496,40.88
Shetland Islands,4671.7828,36.03
Na h-Eileanan Siar,6954.2952000000005,44.28
Orkney Islands,3567.0352,38.03
Highland,4970.03052,457.11
Angus,2490.179727272727,193.82
Orkney Islands,5572.269954545453,40.41
Orkney Islands,6261.411477272726,41.97
Moray,3828.5263999999997,275.03
Dundee City,2490.179727272727,298.12
Aberdeenshire,8266.496,466.01
Glasgow City,1020.61464,442.3
North Lanarkshire,2914.7995909090905,457.04
Aberdeenshire,3560.7087999999994,433.55
Highland,5730.769840909091,466.79
Orkney Islands,2490.179727272727,44.0
Perth and Kinross,4482.056299999999,252.02
Na h-Eileanan Siar,3067.7053636363635,46.3
North Lanarkshire,2490.179727272727,457.04
Shetland Islands,6818.69175,38.18
Dumfries and Galloway,2491.7780454545455,315.11
Angus,8266.496,163.47
"Edinburgh, City of",6294.133514117648,362.19
Perth and Kinross,4373.9148,261.29
South Ayrshire,7626.64159090909,302.1
Aberdeen City,1139.94838,430.37
Na h-Eileanan Siar,5129.8022045454545,49.68
Glasgow City,1020.61464,496.13
Shetland Islands,6413.565430588235,34.94
Shetland Islands,3888.66406,39.08
South Lanarkshire,4161.754159090909,445.6
Scottish Borders,11312.363318181819,239.28
Midlothian,3768.5660599999997,159.1
Na h-Eileanan Siar,1930.15135,45.14
Orkney Islands,8266.496,39.22
East Ayrshire,6827.635399999999,222.53
Glasgow City,2490.179727272727,442.3
Perth and Kinross,7985.996795454545,246.89
East Dunbartonshire,2490.179727272727,177.35
East Lothian,5236.018599999999,217.16
Dumfries and Galloway,2490.179727272727,264.19
Na h-Eileanan Siar,3325.034590909091,43.15
Dumfries and Galloway,16024.471704545453,280.74
Orkney Islands,4376.461568181819,34.51
Shetland Islands,4650.0358,40.52
Shetland Islands,4940.395,40.94
Argyll and Bute,6818.67754,178.44
Na h-Eileanan Siar,3864.7333636363633,62.02
Perth and Kinross,8965.695,239.14
Perth and Kinross,8965.695,232.51
Fife,2643.884659090909,523.2
Glasgow City,2484.585613636364,346.42
Angus,15032.715272727271,172.13
Na h-Eileanan Siar,3739.7981590909094,45.39
Na h-Eileanan Siar,8880.522204545454,52.13
Shetland Islands,10214.318727272726,36.68
Argyll and Bute,5675.89425,174.47
Glasgow City,2484.585613636364,488.12
Stirling,15458.66706818182,173.92
Highland,5737.6958863636355,494.74
Orkney Islands,9241.8765,36.46
Na h-Eileanan Siar,5665.1594000000005,43.15
South Ayrshire,2275.527,201.85
Shetland Islands,6141.6164,39.4
Dumfries and Galloway,3534.414272727273,239.64
Na h-Eileanan Siar,6421.8232,52.13
Dumfries and Galloway,4463.538799999999,215.32
Scottish Borders,4946.25415,208.03
Na h-Eileanan Siar,2484.585613636364,43.15
Shetland Islands,3228.1250600000003,40.94
Na h-Eileanan Siar,3390.4231999999997,46.35
Inverclyde,3602.3427954545455,229.0
Shetland Islands,4781.635227272727,40.02
Orkney Islands,3932.928272727273,34.39
Glasgow City,2484.585613636364,474.58
Dumfries and Galloway,2484.585613636364,312.17
Orkney Islands,6569.9664,32.53
Orkney Islands,4020.1636,33.45
Stirling,3415.5969999999998,163.23
Perth and Kinross,8965.695,261.51
Falkirk,2484.585613636364,250.44
Shetland Islands,7397.815704545454,40.52
Perth and Kinross,8965.695,260.61
Na h-Eileanan Siar,9241.8765,51.95
Dumfries and Galloway,8965.695,259.86
Glasgow City,2618.0451818181814,364.42
Perth and Kinross,8108.1398382352945,260.61
Na h-Eileanan Siar,7677.218199999999,46.35
"Edinburgh, City of",2484.585613636364,477.44
East Ayrshire,8101.465000588236,267.16
Highland,8965.695,425.98
Falkirk,4491.25988,266.91
Highland,6488.106272727273,425.98
Moray,4467.6246,158.08
Glasgow City,2484.585613636364,364.42
Perth and Kinross,3770.6661999999997,239.14
Dumfries and Galloway,3552.04145,265.8
Scottish Borders,8965.695,235.63
Highland,8108.1398382352945,380.05
Scottish Borders,4753.498799999999,219.35
Dumfries and Galloway,7526.746704545454,267.47
Aberdeenshire,5215.4578,408.33
Highland,2484.585613636364,561.58
Argyll and Bute,14066.265545454544,206.34
South Lanarkshire,3191.0098,454.77
Glasgow City,1018.32186,488.12
Dumfries and Galloway,8965.695,246.46
Na h-Eileanan Siar,13377.124022727272,52.13
West Dunbartonshire,2484.585613636364,146.09
Shetland Islands,12053.450181818182,51.07
Shetland Islands,3231.8678,44.75
Glasgow City,3830.3695227272724,499.23
"Edinburgh, City of",3110.8599545454545,471.16
Scottish Borders,2621.2383999999997,210.81
Highland,5310.222,353.78
Dundee City,3778.1577954545455,357.64
Orkney Islands,3399.8891590909093,36.46
Shetland Islands,4054.5633999999995,44.75
Angus,1018.32186,258.81
Midlothian,6086.395636363636,120.47
East Lothian,3505.0861,179.75
Moray,2484.585613636364,264.61
Orkney Islands,4363.239,33.45
South Ayrshire,4986.784799999999,199.51
Na h-Eileanan Siar,4394.52756,43.15
Angus,4424.2624,187.59
Fife,8245.190727272728,355.01
Angus,3256.306909090909,277.41
Moray,6592.504199999999,168.04
Orkney Islands,8965.695,36.58
Orkney Islands,4215.7548,33.04
Orkney Islands,5301.1278,34.51
Orkney Islands,7796.892599999999,36.46
Highland,7966.816977272727,431.66
Perth and Kinross,2593.00645,239.14
Angus,3196.6363636363635,246.64
Orkney Islands,3868.5935999999997,34.51
Orkney Islands,4670.285727272727,33.45
Aberdeenshire,8965.695,428.88
Shetland Islands,4943.88876,47.93
Orkney Islands,18120.932386363635,42.16
Angus,5032.571181818181,217.73
Na h-Eileanan Siar,7309.539719999999,46.35
Dumfries and Galloway,7198.813819999999,259.86
Angus,3646.296545454545,235.22
Scottish Borders,5032.9148,226.46
Aberdeenshire,6097.8502499999995,514.82
Glasgow City,2484.585613636364,488.12
Stirling,3901.8071999999997,155.16
Aberdeenshire,7118.909181818181,368.14
Na h-Eileanan Siar,5476.104477272726,44.38
Argyll and Bute,9303.810136363636,179.97
Orkney Islands,5062.1744,36.46
Na h-Eileanan Siar,3488.3505999999998,47.67
Aberdeen City,1131.6507000000001,392.62
Fife,2484.585613636364,371.32
Na h-Eileanan Siar,15011.67075,45.39
Aberdeenshire,4494.379999999999,412.64
Orkney Islands,2484.585613636364,37.22
Inverclyde,5367.685227272727,214.92
Na h-Eileanan Siar,6341.8206,47.67
Scottish Borders,4218.494454545455,238.77
Orkney Islands,8965.695,34.51
Dundee City,7834.955727272727,255.9
"Edinburgh, City of",7770.928,337.13
Shetland Islands,9192.727022727271,44.16
South Ayrshire,4943.33175,209.6
Orkney Islands,8965.695,38.68
East Lothian,8526.801,189.27
Argyll and Bute,4770.713386363635,204.42
Perth and Kinross,5419.968169411765,260.61
Argyll and Bute,8965.695,190.13
Aberdeen City,1027.16544,445.95
Argyll and Bute,12861.400022727272,190.13
Stirling,2484.585613636364,229.28
Shetland Islands,8965.695,44.16
Shetland Islands,9085.90609090909,42.94
"Edinburgh, City of",2484.585613636364,432.35
Falkirk,5374.0785,232.57
West Dunbartonshire,2484.585613636364,216.0
Shetland Islands,9471.367159090909,39.4
Shetland Islands,3555.991568181818,37.72
Na h-Eileanan Siar,8732.013599999998,50.58
Na h-Eileanan Siar,13300.937522727272,48.76
Shetland Islands,11299.310386363635,39.4
Orkney Islands,3006.2262,39.2
Fife,5126.54124,386.88
Orkney Islands,6894.062599999999,35.5
Na h-Eileanan Siar,7714.3858,47.67
Scottish Borders,6936.238599999999,210.22
Shetland Islands,4120.9970454545455,40.02
Angus,3523.4094,178.14
Aberdeenshire,8965.695,443.27
Dundee City,4046.941636363636,276.3
Shetland Islands,7916.830599999999,43.62
Orkney Islands,5103.429954545454,36.94
Shetland Islands,12395.756659090908,39.4
West Lothian,2484.585613636364,316.88
Na h-Eileanan Siar,5072.981999999999,47.67
Argyll and Bute,16545.257045454546,176.99
Na h-Eileanan Siar,6206.857399999999,45.78
Highland,8804.5036,400.72
Midlothian,2711.8131818181814,177.85
Orkney Islands,2860.719,36.94
Dumfries and Galloway,2818.8066,246.46
Highland,3943.5837272727267,439.48
North Ayrshire,5226.500454545455,218.03
Orkney Islands,7946.222,34.22
Falkirk,4982.490545454545,281.69
Dumfries and Galloway,6043.4254,243.88
Highland,10252.411977272726,396.54
Glasgow City,5921.5024772727265,531.94
Highland,4327.1258,425.98
Glasgow City,3211.2876136363634,488.12
Shetland Islands,3650.5963999999994,39.4
Moray,2484.585613636364,171.58
Argyll and Bute,3604.4664,184.87
Orkney Islands,8127.578799999999,36.46
Shetland Islands,3764.2079999999996,40.52
West Dunbartonshire,1461.81102,200.14
"Edinburgh, City of",1032.40608,348.51
South Lanarkshire,2484.585613636364,546.75
Highland,18120.932386363635,427.45
Shetland Islands,5826.668931818182,36.68
Dumfries and Galloway,8061.6788,259.86
Highland,4295.480113636364,390.89
Moray,6145.21952,177.18
Highland,6032.5855909090915,414.2
Aberdeenshire,6557.709000000001,443.27
Orkney Islands,9520.382249999999,39.74
Scottish Borders,3013.895318181818,242.59
Angus,5735.540599999999,175.22
Orkney Islands,7542.996272727272,38.68
South Ayrshire,3333.0261818181816,280.74
Shetland Islands,6839.365599999999,44.16
South Ayrshire,3245.0257,181.37
Shetland Islands,5637.534613636363,38.58
Glasgow City,2484.585613636364,533.78
Dumfries and Galloway,8108.1398382352945,259.86
Orkney Islands,2484.585613636364,33.71
Orkney Islands,4297.734399999999,34.22
Argyll and Bute,7047.5176363636365,192.23
Dumfries and Galloway,2610.299,263.32
Shetland Islands,8965.695,44.31
Moray,3053.054113636363,167.14
Argyll and Bute,3314.6455227272727,247.35
Orkney Islands,4759.5616,35.5
Dundee City,2130.4293399999997,339.97
East Ayrshire,6440.17158,233.41
Orkney Islands,8913.554113636363,36.46
Dumfries and Galloway,3030.144886363636,268.61
Angus,1018.32186,253.68
Orkney Islands,2484.585613636364,34.39
Orkney Islands,4000.5253999999995,36.46
Aberdeenshire,2484.585613636364,529.18
Angus,3716.8889318181814,253.68
"Edinburgh, City of",1042.55982,306.84
Aberdeenshire,5221.643239999999,399.24
Shetland Islands,5200.300799999999,41.94
Argyll and Bute,8965.695,190.13
Dundee City,3797.8703863636365,381.07
Na h-Eileanan Siar,8648.715999999999,46.35
"Edinburgh, City of",2484.585613636364,432.35
South Lanarkshire,2591.9788,425.34
Orkney Islands,5903.453799999999,36.46
East Lothian,3553.3277045454547,169.82
Shetland Islands,4638.0419999999995,44.16
Na h-Eileanan Siar,4446.254795454545,45.78
East Lothian,7064.348199999999,189.27
Angus,6644.3016,172.13
Na h-Eileanan Siar,5270.4184000000005,52.13
Argyll and Bute,3645.4561999999996,196.15
East Lothian,1443.9054999999998,255.96
Orkney Islands,4045.3374,36.94
Orkney Islands,5248.1442,36.46
"Edinburgh, City of",8965.695,304.68
Na h-Eileanan Siar,3143.9572,48.76
Orkney Islands,4870.5372,36.94
Perth and Kinross,7479.9136,242.6
Na h-Eileanan Siar,6731.583409090909,53.6
Na h-Eileanan Siar,8108.1398382352945,48.76
Glasgow City,5949.473045454545,474.58
Fife,8965.695,345.16
Na h-Eileanan Siar,2814.3253999999997,43.15
Orkney Islands,8645.6846,36.46
Shetland Islands,2354.3433999999997,40.02
Glasgow City,2404.47114,499.23
Aberdeenshire,8965.695,467.38
Stirling,6707.875022727273,167.47
Na h-Eileanan Siar,4660.448,46.35
Midlothian,3171.92342,132.91
Midlothian,2484.585613636364,186.48
Angus,4666.379,176.05
Moray,6392.077139999999,164.94
South Ayrshire,4518.54945,193.25
"Edinburgh, City of",2484.585613636364,420.35
Na h-Eileanan Siar,5190.020399999999,46.35
Na h-Eileanan Siar,5098.1557999999995,46.35
Dumfries and Galloway,11489.776636363636,231.3
Glasgow City,2734.4560227272727,364.42
East Lothian,2484.585613636364,196.06
Glasgow City,2500.3024090909094,364.42
Argyll and Bute,3854.8770681818182,179.35
Angus,4832.91365,176.05
Argyll and Bute,5585.0565,184.87
South Lanarkshire,6855.8405999999995,415.83
Moray,8965.695,168.04
Perth and Kinross,4253.3178,242.6
Dumfries and Galloway,3106.898537647059,245.13
Angus,4440.127909090909,206.62
Highland,8710.567704545454,390.89
Dumfries and Galloway,6509.949954545455,283.22
Na h-Eileanan Siar,4477.155613636363,50.52
Orkney Islands,5678.3394,36.46
Na h-Eileanan Siar,4467.888199999999,50.58
Orkney Islands,2484.585613636364,40.26
Inverclyde,1018.32186,153.39
South Lanarkshire,1018.32186,399.11
Shetland Islands,10112.292749999999,51.07
Aberdeenshire,6397.474304117648,467.38
Moray,4725.694090909091,170.28
Argyll and Bute,6427.0291,178.44
Aberdeenshire,7543.573,408.33
Shetland Islands,6968.1345,40.52
South Ayrshire,8454.57040909091,201.85
Shetland Islands,6132.4804772727275,40.52
Highland,7805.9196136363635,425.98
"Edinburgh, City of",2484.585613636364,477.44
Falkirk,5444.138113636363,287.42
South Lanarkshire,1018.32186,418.79
Shetland Islands,3146.9885999999997,40.52
Angus,4219.331747647059,204.45
East Renfrewshire,1018.32186,141.71
Orkney Islands,8159.414318181817,34.22
Stirling,2839.678636363636,191.45
Dumfries and Galloway,7314.703159090909,268.61
West Dunbartonshire,1018.32186,200.14
Aberdeenshire,8965.695,467.38
Na h-Eileanan Siar,5888.165,51.95
Shetland Islands,8434.85781818182,42.94
Dumfries and Galloway,6535.26305,294.38
Orkney Islands,4047.0508,39.2
Na h-Eileanan Siar,6804.174999999999,52.13
North Ayrshire,10935.160227272727,195.9
Orkney Islands,8965.695,36.46
West Lothian,6051.597,200.16
Scottish Borders,5877.815113636363,273.03
Glasgow City,2728.5955227272725,488.12
Shetland Islands,4686.9398,38.58
Shetland Islands,3579.9515999999994,40.52
North Ayrshire,9737.487136363636,195.9
Argyll and Bute,5122.8024000000005,178.44
Highland,7918.016799999999,399.79
Highland,6317.733832941177,390.89
Perth and Kinross,10833.13425,239.14
Fife,3154.2809318181817,390.61
South Lanarkshire,2597.2670454545455,399.11
South Ayrshire,8108.1398382352945,235.17
Na h-Eileanan Siar,6223.200599999999,47.67
Perth and Kinross,7623.444954545454,239.14
Na h-Eileanan Siar,6784.0096,48.76
Na h-Eileanan Siar,14366.21659090909,48.76
South Lanarkshire,2766.156,370.62
Orkney Islands,8465.57246,36.46
Dumfries and Galloway,6032.503717058824,246.46
West Dunbartonshire,7591.1528,173.03
West Lothian,6826.9764,253.15
Na h-Eileanan Siar,4020.5589999999993,52.64
Na h-Eileanan Siar,6828.814431818182,48.76
Glasgow City,2484.585613636364,346.42
South Lanarkshire,7816.308681818181,381.58
Shetland Islands,8965.695,44.75
Fife,5646.058977272726,365.16
Na h-Eileanan Siar,13464.498749999999,51.95
Argyll and Bute,4497.2514,201.73
Orkney Islands,3575.9705454545456,31.14
Highland,4237.369999999999,425.98
Na h-Eileanan Siar,9849.902181818183,47.67
Shetland Islands,3281.2927999999997,44.75
Highland,8965.695,412.15
Perth and Kinross,8965.695,247.17
Orkney Islands,4672.416818181819,36.46
Angus,4362.7374,178.14
Na h-Eileanan Siar,6219.9056,52.13
Dundee City,10182.085977272727,381.07
South Lanarkshire,5635.20108,367.13
Shetland Islands,4721.8668,39.4
Highland,6377.143,458.0
Na h-Eileanan Siar,3831.1624,47.67
Stirling,8472.51375,173.92
Highland,5423.8336,431.66
Shetland Islands,7935.2826000000005,39.4
South Ayrshire,5010.1134,183.91
South Lanarkshire,7282.605453529412,394.38
Aberdeenshire,6363.4358,469.0
Shetland Islands,7079.1098,41.45
Shetland Islands,4427.074977272728,42.08
Na h-Eileanan Siar,4528.647999999999,52.64
South Ayrshire,4191.48115,207.59
Angus,5736.150250000001,172.13
Shetland Islands,3788.3274,40.52
Na h-Eileanan Siar,8902.694599999999,46.35
Na h-Eileanan Siar,4860.784,46.35
Dumfries and Galloway,5854.160599999999,259.86
North Lanarkshire,2805.0484090909094,463.64
Orkney Islands,4135.884,36.46
Aberdeenshire,8965.695,414.06
Orkney Islands,8053.925318181818,35.5
"Edinburgh, City of",4300.008681818182,471.16
Na h-Eileanan Siar,4911.6588,46.35
West Dunbartonshire,8472.51375,152.74
Orkney Islands,6401.264318181818,36.49
Glasgow City,11105.381113636362,381.94
Angus,4122.328977272727,276.46
Shetland Islands,8965.695,39.4
Dumfries and Galloway,4966.90574,227.03
Highland,6572.770939999999,394.87
South Lanarkshire,5532.844772727272,355.21
East Lothian,7881.839727272726,206.29
Angus,8965.695,199.44
Na h-Eileanan Siar,6826.317399999999,45.78
Inverclyde,1018.32186,149.14
Argyll and Bute,4645.778181818182,162.41
South Lanarkshire,1651.78422,381.58
Na h-Eileanan Siar,4073.1471999999994,52.64
Shetland Islands,6611.975931818182,42.94
North Ayrshire,8965.695,236.43
Orkney Islands,4564.6294,35.5
East Lothian,5144.986227272728,189.29
Angus,6020.864590909091,276.46
Orkney Islands,6474.520568181819,33.04
Na h-Eileanan Siar,5630.495999999999,56.38
Dundee City,3451.035340909091,357.64
Glasgow City,2484.585613636364,364.42
"Edinburgh, City of",3702.2376818181815,420.35
West Dunbartonshire,6804.83965909091,161.26
Shetland Islands,6855.719454545454,51.24
Dumfries and Galloway,3964.853562352941,246.46
Perth and Kinross,14639.529,247.17
East Dunbartonshire,1018.32186,199.88
"Edinburgh, City of",3989.1357954545456,352.15
Argyll and Bute,8472.51375,190.13
Dumfries and Galloway,5100.3225,238.45
Aberdeen City,8840.297863636364,440.08
"Edinburgh, City of",3901.2282954545453,345.12
Highland,2422.65552,491.21
Clackmannanshire,2715.6072,90.56
Na h-Eileanan Siar,4765.7562,47.67
Perth and Kinross,16659.004022727273,247.17
South Lanarkshire,5872.487386363636,458.04
Dundee City,5065.6030909090905,299.61
Na h-Eileanan Siar,5153.776977272728,47.09
Dumfries and Galloway,3547.55765,230.22
Orkney Islands,3928.4308,32.53
Orkney Islands,3897.7652727272725,33.8
Highland,7718.278499999999,380.05
Aberdeenshire,8965.695,435.08
Dumfries and Galloway,5107.381799999999,231.3
Glasgow City,2484.585613636364,488.12
Stirling,9241.8765,173.92
Orkney Islands,5936.686500000001,36.46
Na h-Eileanan Siar,4083.2958,45.39
Orkney Islands,3775.1474,36.3
Orkney Islands,6519.80625,36.94
Na h-Eileanan Siar,8206.9224,46.35
Moray,6615.172568181818,162.59
Highland,4051.5319999999997,372.16
Perth and Kinross,6586.136454545454,269.38
Stirling,4187.060863636363,197.04
Na h-Eileanan Siar,4208.904545454545,52.64
East Lothian,1581.7998400000001,204.5
Argyll and Bute,3297.8995999999997,166.11
Stirling,8965.695,164.95
"Edinburgh, City of",2484.585613636364,432.35
Perth and Kinross,8965.695,260.61
Dumfries and Galloway,5296.6133,246.46
Na h-Eileanan Siar,13150.16284090909,52.13
Aberdeen City,1018.32186,392.62
Renfrewshire,2581.2838636363635,654.95
Argyll and Bute,3388.7009318181817,161.09
Na h-Eileanan Siar,8965.695,51.95
Shetland Islands,11047.575272727272,36.68
Highland,8965.695,427.45
West Lothian,5074.426127647059,289.3
Na h-Eileanan Siar,4467.7564,55.31
South Ayrshire,4617.541227272727,181.37
Aberdeenshire,1521.86002,461.39
South Lanarkshire,8965.695,381.58
Shetland Islands,9585.380522727271,36.68
Perth and Kinross,3055.185204545455,339.05
Orkney Islands,3827.6038,39.2
Na h-Eileanan Siar,18120.932386363635,51.95
Highland,8108.1398382352945,449.15
Aberdeenshire,8965.695,467.38
Shetland Islands,4564.4976,43.0
Highland,5607.5628,412.15
Orkney Islands,7088.335799999999,34.22
Na h-Eileanan Siar,5857.303363636363,45.78
West Lothian,7130.61205,234.32
Dumfries and Galloway,5620.752272727272,227.03
Scottish Borders,8965.695,223.48
Aberdeen City,1018.32186,392.62
Highland,8965.695,412.15
Shetland Islands,12284.939931818182,39.4
Dumfries and Galloway,7196.77592,259.86
Orkney Islands,3656.152840909091,34.39
North Ayrshire,5821.054395882353,209.46
South Ayrshire,2484.585613636364,280.74
Shetland Islands,3379.4838,38.58
Dumfries and Galloway,3950.5097727272723,287.16
Glasgow City,3274.9539545454545,346.42
Shetland Islands,5865.759,36.68
Dumfries and Galloway,6806.283799999999,246.46
Shetland Islands,1532.2321200000001,45.09
Argyll and Bute,3521.1688,162.41
Shetland Islands,8662.618159090907,44.16
Dumfries and Galloway,4767.865,238.45
North Lanarkshire,2599.6645227272725,621.01
Highland,7817.107840909091,414.2
Aberdeenshire,2962.216363636363,449.77
Orkney Islands,3255.0560947058825,36.46
Argyll and Bute,5152.445045454545,262.44
Na h-Eileanan Siar,7755.039818181818,46.35
"Edinburgh, City of",8112.530318181818,471.16
Highland,3207.2918181818177,409.93
Na h-Eileanan Siar,5014.331,52.64
Falkirk,6055.9464,260.94
South Lanarkshire,8965.695,415.83
Shetland Islands,11293.1835,44.16
Orkney Islands,2529.072136363636,44.9
Scottish Borders,3758.5406,210.22
Na h-Eileanan Siar,8001.9799772727265,51.95
Dundee City,1633.55116,339.97
Argyll and Bute,8167.2239,207.22
East Dunbartonshire,2484.585613636364,236.31
Orkney Islands,3441.4454318181815,42.72
Moray,3774.961159090909,167.14
Inverclyde,3871.9257954545456,214.92
Argyll and Bute,9241.8765,190.13
Argyll and Bute,2484.585613636364,232.14
"Edinburgh, City of",2484.585613636364,477.44
Perth and Kinross,4338.90109090909,253.4
Na h-Eileanan Siar,6811.1604,46.35
Argyll and Bute,4129.32884,166.11
Highland,6394.071886363636,452.02
Argyll and Bute,8472.51375,186.61
Perth and Kinross,1414.5360799999999,342.66
Dundee City,4196.917159090909,292.94
Argyll and Bute,9790.764409090909,196.15
Aberdeenshire,13424.27440909091,395.47
Shetland Islands,8073.371522727272,38.91
Shetland Islands,5755.543772727273,42.94
Argyll and Bute,2957.9541818181815,244.77
Argyll and Bute,3613.5606,192.66
Moray,8472.51375,168.04
"Edinburgh, City of",1882.3723799999998,352.15
Orkney Islands,8013.700977272727,33.45
Na h-Eileanan Siar,7624.510499999999,45.39
Shetland Islands,5951.870522727273,40.52
Angus,8965.695,187.59
Glasgow City,5882.343681818182,346.42
Perth and Kinross,3928.666090909091,215.39
Na h-Eileanan Siar,4892.9847272727275,52.0
Na h-Eileanan Siar,5165.7692,52.64
North Lanarkshire,2725.1324999999997,605.74
"Edinburgh, City of",2484.585613636364,442.19
Falkirk,9241.8765,295.6
Orkney Islands,2210.5496,33.45
South Lanarkshire,8566.985454545455,575.16
Shetland Islands,7472.670272727272,40.52
North Ayrshire,9241.8765,212.95
Dundee City,3236.8607045454546,339.97
Angus,14322.26284090909,263.65
Aberdeenshire,10063.277659090909,368.14
Aberdeenshire,6052.7832,428.88
"Edinburgh, City of",3625.5184090909092,471.16
Highland,10062.744886363636,372.16
East Lothian,6004.0822499999995,176.8
Orkney Islands,5993.8686,36.46
Orkney Islands,8496.6188,36.46
South Lanarkshire,2484.585613636364,562.35
Dumfries and Galloway,1945.2219,263.32
Shetland Islands,3039.4397999999997,40.52
Shetland Islands,18120.932386363635,44.16
Angus,3532.549568181818,185.18
Orkney Islands,4847.0768,36.94
Perth and Kinross,7567.503818181818,285.82
Glasgow City,2484.585613636364,393.47
Aberdeen City,4073.846659090909,463.46
"Edinburgh, City of",2520.015,471.16
Aberdeenshire,2966.8179999999998,473.61
Perth and Kinross,3875.4471999999996,264.08
Fife,8965.695,386.88
Orkney Islands,5998.488136363636,32.53
Glasgow City,1018.32186,364.42
Dumfries and Galloway,7959.533799999999,226.15
Shetland Islands,6579.476795454544,37.72
"Edinburgh, City of",2484.585613636364,471.16
Na h-Eileanan Siar,4945.2678,46.35
Orkney Islands,7076.020977272727,37.61
South Ayrshire,2484.585613636364,204.93
Orkney Islands,13823.054795454545,32.53
"Edinburgh, City of",2508.560386363636,432.35
Scottish Borders,2835.949227272727,205.34
Orkney Islands,7456.154318181818,33.45
Shetland Islands,8885.583545454545,48.13
Na h-Eileanan Siar,3040.7577999999994,46.35
Na h-Eileanan Siar,6350.917295454545,51.95
Shetland Islands,6825.884181818182,39.7
Orkney Islands,10200.73302272727,36.46
North Ayrshire,2484.585613636364,233.4
Orkney Islands,4124.992840909091,34.39
South Ayrshire,2734.74435,207.59
